time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),shortwave_radiation_sum (MJ/m²),weather_code (wmo code),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),surface_pressure_mean (hPa),et0_fao_evapotranspiration_sum (mm),soil_temperature_0_to_7cm_mean (°C),soil_moisture_0_to_10cm_mean (undefined)
6/3/2018,34.6,39.9,28.7,41422.21,23.78,51,36,37,17.2,38,10.8,966.4,7.91,37,NaN
6/4/2018,33.3,39.3,27.1,43221.56,24.21,51,35.3,44,18.8,24,10.9,965.6,7.31,35.7,NaN
6/5/2018,32.6,39.1,27,40088.57,23.8,51,36.5,54,21.6,62,8.1,967,6.35,35.6,NaN
6/6/2018,33.2,37.8,27.8,41935.35,23.53,3,37.6,55,22.3,76,7.3,967.5,6.25,35.9,NaN
6/7/2018,32.2,37.8,26.7,38676.53,22.38,55,36.5,60,23.2,84,10.9,965.2,6.27,34.8,NaN
6/8/2018,30.4,37.2,26.3,36365.13,19.82,63,35.3,71,24,93,9.8,963.5,5.03,33.6,NaN
6/9/2018,27.9,32,25.1,20334.6,13.32,65,32.7,82,24.3,98,10.6,962.5,3.26,30.6,NaN
6/10/2018,27.1,30.3,24.8,7319.9,10.04,63,31.8,85,24.4,99,11.3,963.3,2.46,29.1,NaN
6/11/2018,29.4,32.5,25.1,15616.04,12.29,61,33.7,73,23.9,98,12.1,963,3.71,29.9,NaN
6/12/2018,30.4,34.4,25.4,40934.76,18.63,53,33.9,65,23.1,87,14.8,963.2,5.5,30.7,NaN
6/13/2018,31.2,35.1,27.2,42314.11,20.52,3,33.7,57,21.6,77,15.8,964.3,6.45,31.5,NaN
6/14/2018,31.2,35.6,27.5,43200,25.79,3,33.7,52,20,75,12.6,965.8,7.2,31.9,NaN
6/15/2018,31.7,36.2,26.3,42125.07,25.37,3,33.4,46,18.5,57,12.7,967,7.64,32.4,NaN
6/16/2018,31.6,36.4,27.9,43054.23,25.42,2,33.5,47,18.6,35,11.6,968,7.37,32.7,NaN
6/17/2018,31.3,35.3,27.9,42322.36,22.35,3,33.4,51,19.8,37,13.4,967.9,6.87,32.8,NaN
6/18/2018,29.4,36.2,25.3,39954.27,22.6,61,33.6,69,22.5,45,8.6,967.2,5.52,32.4,NaN
6/19/2018,30.2,35.4,25.5,42334.86,23.21,63,34.9,66,22.7,39,7.4,966.6,5.61,33,NaN
6/20/2018,30.6,35.9,26.6,39536.39,22.62,63,36.1,68,23.8,50,5.8,966.9,5.28,33.4,NaN
6/21/2018,30.3,34.9,25.8,42145.55,22.98,63,35.7,70,23.9,76,6.9,967,5.51,32.8,NaN
6/22/2018,28.2,31.6,24.7,30517.53,16.88,63,33.2,77,23.8,76,7.4,967.5,3.89,30.6,NaN
6/23/2018,29.1,32.7,25.2,42854.21,21.74,51,34,74,23.7,68,8.7,966.8,5.13,31.5,NaN
6/24/2018,28.9,31.7,25.6,41502.69,19.13,53,33,73,23.4,90,12.2,966.6,4.78,31.1,NaN
6/25/2018,29.2,32.1,26,42227.96,20.63,61,32.4,68,22.5,76,14.4,965,5.48,31.2,NaN
6/26/2018,27.9,32.2,24.8,37986.34,18.24,61,31.4,75,22.8,95,13.6,964.6,4.51,30.2,NaN
6/27/2018,26.1,29,23.9,6966.11,10.77,61,30.6,87,23.6,99,9.6,964.4,2.48,28,NaN
6/28/2018,25.2,27.1,23.8,0,5.69,63,29.5,91,23.7,100,10.7,965.7,1.38,26.7,NaN
6/29/2018,27.1,31.4,23.7,36000,21.47,55,31.5,79,22.9,59,9.3,967.4,4.66,28.5,NaN
6/30/2018,27.9,31.6,23.6,42141.81,20.86,51,32.7,77,23.3,83,8,968.2,4.59,29.3,NaN
7/1/2018,28,32,25.1,27903.27,16.43,61,33.1,80,24.2,93,8.5,968.2,3.72,29.5,NaN
7/2/2018,27.3,31,24.4,17281.93,15.51,63,31.8,80,23.5,97,9.3,967.8,3.51,28.8,NaN
7/3/2018,27.3,30.5,24,35680.77,16.01,55,30.9,80,23.3,77,14.3,967.3,3.82,28.5,NaN
7/4/2018,26.9,30.3,24.5,27137.58,14.62,63,30.6,82,23.4,97,14.2,967.5,3.44,28.3,NaN
7/5/2018,26,29.7,24.2,15470.76,12.52,65,29.8,87,23.6,97,14.2,967,2.78,27.5,NaN
7/6/2018,25,26.9,23.5,0,3.39,65,29.4,94,23.9,98,11.1,965,0.94,26.1,NaN
7/7/2018,27.4,30.5,23.8,26896.71,15.17,65,32.6,84,24.4,96,7.8,964.2,3.28,27.8,NaN
7/8/2018,27.6,30.9,24.6,19589.68,13.14,63,32.7,85,24.8,99,10.2,963.1,3.03,28.1,NaN
7/9/2018,26.2,30.3,24,12729.07,10.49,63,30.7,89,24.2,99,11.8,962.8,2.42,27.3,NaN
7/10/2018,25.7,27.4,24.3,5400.97,9.97,63,30.2,91,24.1,100,11.2,963.7,2.1,26.9,NaN
7/11/2018,26.4,29.8,24.3,11789.28,12.09,61,30.4,86,23.7,100,13,963.5,2.79,27.2,NaN
7/12/2018,26,29.8,24,26617.52,14.21,63,29.7,85,23.3,99,13.9,963,3.16,27,NaN
7/13/2018,27.1,29.9,24.3,27312.81,15.22,63,30.9,81,23.4,99,13.1,963.6,3.61,27.6,NaN
7/14/2018,26.4,29.1,24.4,8276.13,10.95,65,30.4,86,23.9,98,13.9,962.5,2.52,27.3,NaN
7/15/2018,27.3,30.5,24.9,15782.55,13.88,61,31.7,82,23.9,98,11.7,961.6,3.29,28.1,NaN
7/16/2018,26.6,29.7,24.5,8042.82,11.07,63,31,87,24.2,100,12.6,961.5,2.54,27.6,NaN
7/17/2018,25.4,26.9,24.2,0,6.93,63,28.8,89,23.5,100,16.7,963.2,1.7,26.2,NaN
7/18/2018,27.3,30.7,24.8,34570.6,17.97,55,30.4,76,22.7,98,16.3,964.3,4.37,27.5,NaN
7/19/2018,27.4,30.8,24.9,30283.42,17.08,61,31.1,79,23.3,97,14.7,964.5,4.12,27.9,NaN
7/20/2018,27,29.6,25.1,26958.13,13.82,51,30.4,80,23.1,98,14.6,964.7,3.42,27.6,NaN
7/21/2018,26.5,28.4,24.7,4553.1,10.53,53,29.9,82,23.1,100,14.2,965.5,2.76,27.1,NaN
7/22/2018,25.6,28.5,23.5,0,8.68,63,28.8,85,22.9,100,15,964.8,2.27,26.4,NaN
7/23/2018,24.8,26,23.7,0,6.16,63,27.8,89,22.9,100,17.4,965.3,1.59,25.7,NaN
7/24/2018,26.7,30,23.8,32400,16.92,51,29.6,79,22.7,99,17,967,4.06,27.2,NaN
7/25/2018,26.3,30.1,24.1,27296.04,16.23,63,29.4,83,23,100,16.6,967.2,3.69,27.1,NaN
7/26/2018,25.3,28.4,23.7,10872.22,11.3,53,28.1,84,22.3,99,15.6,968,2.76,26.1,NaN
7/27/2018,26.5,30,24,34938.14,18.66,53,29.9,78,22.3,86,12.8,967.5,4.16,26.9,NaN
7/28/2018,27.1,30.3,23.9,41902.59,19.33,53,31.1,78,22.8,79,9.9,967.1,4.22,27.5,NaN
7/29/2018,27.5,30.6,25.1,33450.93,18.53,51,31.1,74,22.5,100,11.7,966.8,4.37,27.9,NaN
7/30/2018,27.6,31.2,25,43200,19.23,51,30.7,72,21.9,99,12.7,966.7,4.71,28.2,NaN
7/31/2018,27.3,30.1,24.9,40814.12,20.16,53,30.7,74,22.2,88,12.1,966.9,4.64,28.1,NaN
8/1/2018,27.5,30.7,24.8,37338.92,19.89,51,30.9,73,22.1,89,12.3,967.4,4.67,28.2,NaN
8/2/2018,27.7,30.9,25.1,41620.34,18.66,51,30.9,72,22,96,11.9,968.9,4.52,28.4,NaN
8/3/2018,27.7,31.8,24.9,42722.68,20.08,53,30.5,71,21.8,92,14.1,969.3,4.94,28.4,NaN
8/4/2018,28,31.6,24.6,43094.6,19.69,51,31.2,71,22.2,81,13.6,968.7,4.9,28.7,NaN
8/5/2018,27.6,30.6,25.2,42086.51,19.08,51,30.8,71,21.8,99,11.8,968.4,4.61,28.6,NaN
8/6/2018,27.4,30.2,25.1,30771.56,17.76,53,30.2,70,21.4,98,13.1,966.6,4.53,28.3,NaN
8/7/2018,26.2,28.7,24.3,285.72,9.22,61,28.7,76,21.5,100,14.6,964.9,2.91,27.1,NaN
8/8/2018,24.4,25.8,23.7,807.64,6.28,63,27.7,90,22.8,98,14.6,964.6,1.47,25.5,NaN
8/9/2018,26.2,28.7,23.7,30134.4,13.32,63,30.2,85,23.4,84,11.7,968,2.93,26.8,NaN
8/10/2018,26.4,29.7,24.5,23997.62,12.9,55,30,84,23.5,90,14.8,968.2,3.01,27.1,NaN
8/11/2018,25.9,29,24.2,4462.32,9.65,63,29.5,86,23.4,100,14.8,965.9,2.37,26.4,NaN
8/12/2018,25.8,28.2,24.4,6441.48,11.54,63,29.5,86,23.2,100,13.5,964.4,2.58,26.4,NaN
8/13/2018,27,30.1,24.6,29863.31,16.08,51,31.1,81,23.3,100,11.4,965.2,3.65,27.4,NaN
8/14/2018,27,29.2,25.1,18256,13.94,53,30.9,79,23.1,100,12,964.7,3.31,27.5,NaN
8/15/2018,26.9,29.9,24.3,10094.7,12.37,63,31,84,23.8,100,13,963.3,2.97,27.4,NaN
8/16/2018,26.4,30.6,24.1,9595.4,10.9,65,31.3,90,24.5,99,10.6,961.1,2.34,27.1,NaN
8/17/2018,25.9,29.8,23.7,26981.29,14.37,55,30.5,88,23.7,82,9.4,962.8,2.98,27.3,NaN
8/18/2018,26.5,29.9,23.6,22530.14,14.17,53,29.5,78,22.3,98,14.5,964.7,3.57,27.2,NaN
8/19/2018,26.3,29,23.9,10580.56,12.05,63,30.2,85,23.5,100,12.9,964.9,2.8,27.1,NaN
8/20/2018,25.3,27.7,23.6,0,7.14,63,29.4,91,23.7,100,13.1,964.2,1.64,26.1,NaN
8/21/2018,25.1,27.6,24,20611.33,12.01,63,27.2,83,22,99,20,965.2,2.95,26,NaN
8/22/2018,26.4,29.8,23.4,38525.98,16.77,51,29.4,78,22.2,89,14.1,967.4,3.88,26.5,NaN
8/23/2018,26,29.6,23.8,30505.23,15.21,53,29.1,82,22.6,96,15.1,968.4,3.49,26.6,NaN
8/24/2018,26.1,29.7,23.9,25335.19,14.03,61,29.5,81,22.5,99,12.7,968.4,3.23,26.6,NaN
8/25/2018,26.6,29.7,24.2,19352.51,15.55,51,29.7,77,22.1,98,13,968,3.72,26.9,NaN
8/26/2018,25.1,27.9,23.2,7810.07,8.63,61,28.6,87,22.7,98,12.7,966.7,2.06,25.9,NaN
8/27/2018,24.2,25.9,23.3,0,5.54,61,27.7,92,22.8,100,12.9,966.7,1.28,25,NaN
8/28/2018,23.8,25.4,22.8,5925.17,3.46,65,27.2,93,22.7,94,13,967,0.9,24.5,NaN
8/29/2018,26.1,29.9,23.2,31492.62,16.05,51,29.8,81,22.5,95,10.2,968.6,3.48,26.1,NaN
8/30/2018,26.4,30.3,23.8,34199.28,17.24,51,29.8,78,22.2,95,11.9,968.3,3.9,26.7,NaN
8/31/2018,24.7,26.6,23.3,10483.35,8.1,65,28.3,89,22.8,100,12.2,968.8,1.79,25.5,NaN
9/1/2018,24.7,27.4,23.2,6423.22,8.53,61,28.4,89,22.7,99,11.4,969.9,1.91,25.3,NaN
9/2/2018,25.5,28.9,23.3,30729.25,15.76,61,29.2,85,22.7,87,11.6,969.9,3.29,26.2,NaN
9/3/2018,26.2,29.8,23.2,34225.3,18.16,51,29.5,78,21.9,89,11.2,970.1,4.01,26.8,NaN
9/4/2018,26.3,30.7,23.5,39605.74,20.12,51,29.5,78,21.9,95,12.4,970.4,4.4,27.1,NaN
9/5/2018,25.6,29.1,23.3,36589.58,16.54,61,28.5,80,21.7,90,13.1,969.2,3.7,26.4,NaN
9/6/2018,24.6,27.5,23.1,15404.82,10.87,63,27.2,85,21.8,99,15.3,968.2,2.53,25.2,NaN
9/7/2018,23.9,26.9,21.3,9777.23,10.49,63,25.8,84,21,76,16.6,968.5,2.5,24.7,NaN
9/8/2018,24.7,28.7,21.3,40167.66,19.15,3,27.3,78,20.5,33,11.2,970.7,4.03,25.5,NaN
9/9/2018,25.5,29.8,21.1,40274.92,19.95,51,28.9,77,20.9,54,7.5,972.7,4.26,26.7,NaN
9/10/2018,26,30.6,21.7,38249.9,21.91,51,29.7,75,20.9,96,6.4,974.8,4.65,27.2,NaN
9/11/2018,26.3,30.7,22.3,34593.6,20.51,51,30,75,21.3,87,7.5,974.5,4.45,27.4,NaN
9/12/2018,26.7,30.9,22.3,40168.01,22.6,51,29.9,73,21.1,43,9.9,972.4,5.01,27.6,NaN
9/13/2018,26.1,30.9,21.5,40062.58,21.19,51,29,72,20.4,51,9.4,971.9,4.76,27.3,NaN
9/14/2018,26.1,29.6,21.2,39856.31,20.26,53,29.8,76,21.3,43,7.3,973.2,4.3,27.6,NaN
9/15/2018,26.8,30.8,23,39760.38,20.78,51,30.9,75,21.9,41,7.1,973.2,4.45,28.3,NaN
9/16/2018,26.9,31.2,23.2,39668.36,20.92,51,31.1,76,22.1,58,7.4,971.5,4.52,28.6,NaN
9/17/2018,27.1,31.7,23,39600,21.31,3,30.9,72,21.3,68,7,970.5,4.69,28.7,NaN
9/18/2018,27.4,32.2,23,39600,21.06,3,30.7,69,20.8,58,8.3,970.7,4.86,28.6,NaN
9/19/2018,27.8,32.6,23.8,35485.14,16.55,3,30.5,65,20.4,89,9.7,969.9,4.43,28.5,NaN
9/20/2018,28.5,32.8,23.2,32152.2,17.78,53,30.9,62,20.3,99,11.7,967.7,5.01,28.9,NaN
9/21/2018,25.2,28.5,23,3758.78,7.16,65,27.8,90,23.3,100,21.3,963.5,1.87,26.5,NaN
9/22/2018,25.7,28.7,22.8,28332.23,15.65,61,28.5,83,22.6,71,17.6,971.3,3.39,26.4,NaN
9/23/2018,26.4,30.5,23.7,39600,19.92,61,31,85,23.6,21,9.9,975.2,4.02,27.5,NaN
9/24/2018,26.6,31.2,23.3,39600,20.81,51,31.8,84,23.5,38,6.4,974.9,4.31,28.2,NaN
9/25/2018,27.2,31.7,23.1,36314.46,19.72,51,31.7,77,22.6,52,6.9,973.5,4.32,28.5,NaN
9/26/2018,27.3,31.7,23,39600,21.13,51,32.5,79,23.2,26,5.1,973.2,4.48,28.8,NaN
9/27/2018,27.3,31.7,23.3,39600,19.93,2,32.5,79,23,17,4.3,973.7,4.24,28.9,NaN
9/28/2018,27.4,32,22.5,39600,21.01,1,32,75,22.3,14,5,974.2,4.51,29,NaN
9/29/2018,27.2,32.8,21.7,39600,21.7,1,31.2,71,21,11,5.4,974.5,4.72,28.9,NaN
9/30/2018,27.3,32.8,22,39600,22.48,1,31.3,72,21.3,5,5.8,974.2,4.87,28.7,NaN
10/1/2018,27.4,32.8,22.1,39600,21.55,1,31.6,72,21.4,7,4.7,974.6,4.69,28.8,NaN
10/2/2018,27.2,32.6,21.9,39600,21.07,1,31.4,73,21.4,7,5,975.1,4.59,28.7,NaN
10/3/2018,27.3,32.5,22.4,39600,20.67,1,31.3,71,21.1,10,5.3,974.9,4.57,28.8,NaN
10/4/2018,27.4,32.6,22.2,39600,20.81,1,31.5,71,21.3,12,5.4,975.6,4.59,29,NaN
10/5/2018,27.6,32.9,22.6,39600,20.49,1,31.8,71,21.4,12,4.8,976,4.5,29.2,NaN
10/6/2018,27.5,32.8,21.6,39600,20.62,1,31.2,69,20.7,9,5.6,975.8,4.63,29,NaN
10/7/2018,26.8,32.8,21.6,39600,20.16,1,29.9,67,19.6,10,6.2,975.1,4.58,28.6,NaN
10/8/2018,27,32.9,21.5,39600,19.88,3,29.8,64,19,40,5.6,974.4,4.55,28.6,NaN
10/9/2018,26.9,32.7,19.8,39600,18.23,3,28.5,57,17.1,33,7.3,973.2,4.48,28.2,NaN
10/10/2018,26.9,34.4,20,39600,20.93,3,27.6,52,15.6,94,10.2,971.8,5.73,27.8,NaN
10/11/2018,27.3,33.1,21.1,39600,21.28,3,28.1,55,17,94,13.1,971.8,5.99,28.1,NaN
10/12/2018,26.9,32.7,22.4,39600,19.58,3,28.2,61,18.2,51,12.6,973.7,5.26,27.9,NaN
10/13/2018,26.1,32.3,20.7,39570.37,20.94,3,29,69,19.3,58,6.8,975.7,4.7,28.3,NaN
10/14/2018,26.4,32.3,20.7,39499.91,20.67,2,28.7,62,18,25,6.1,976.4,4.7,28.2,NaN
10/15/2018,26.1,32.8,19.7,39427.17,21.15,2,28.4,63,17.7,12,5.2,977.2,4.69,28.2,NaN
10/16/2018,26.3,32.8,19.5,39354.34,21.28,3,28.5,59,16.9,26,4.4,977.3,4.71,28.1,NaN
10/17/2018,26.6,32.4,19.8,37765.07,19.29,3,28.9,60,17.7,52,5,976.3,4.39,28.3,NaN
10/18/2018,26.8,31.7,21.8,39208.7,16.41,3,29.3,62,18.4,32,5.2,976,3.81,28.5,NaN
10/19/2018,27,32.8,21.7,39135.98,18.86,1,29.6,61,18.3,12,4.8,976.9,4.27,28.8,NaN
10/20/2018,27.2,33.3,21.6,39063.42,19.45,0,29.8,61,18.4,7,5,977.9,4.4,28.8,NaN
10/21/2018,27.8,33.3,21.7,38991.08,18.77,1,30.5,58,18.1,14,3.4,977.9,4.1,29,NaN
10/22/2018,27,33.8,21,38919.02,18.14,2,28.1,53,15.8,12,7.3,976.6,4.73,28.4,NaN
10/23/2018,26.1,33.4,19.2,38847.32,19.83,0,27,52,14.7,3,6,976.9,4.7,27.6,NaN
10/24/2018,25.5,32.3,18.6,38776.02,18.82,1,26,52,14,9,6.5,977.6,4.58,27.2,NaN
10/25/2018,24.7,32.2,18,38705.21,19.04,1,25.4,54,14.1,8,6,979,4.53,26.7,NaN
10/26/2018,25.3,31.9,17.7,38634.95,17.94,2,26.1,54,14.4,20,5.4,979.5,4.18,26.8,NaN
10/27/2018,24.8,32.1,17.7,38565.3,18.65,1,25.5,56,14.3,6,6.2,979.1,4.47,26.5,NaN
10/28/2018,23.9,30.9,18.1,38496.35,18.85,1,24.5,56,14,4,6.6,978.3,4.39,26.1,NaN
10/29/2018,24.2,30.7,17.9,38428.17,20.07,0,23.8,49,12.1,2,9,977.1,5.1,25.8,NaN
10/30/2018,24.2,30.5,19.5,38360.82,19.71,1,25,58,15,6,7.9,977.1,4.59,26,NaN
10/31/2018,24.8,29.9,19.9,38294.29,16.89,51,26.3,65,17.4,14,9,977.3,4.06,26.5,NaN
11/1/2018,25.4,29.9,21,38227.99,15.67,51,27.3,67,18.5,23,8.9,977.2,3.86,27,NaN
11/2/2018,25.6,30.7,20.1,38161.81,16.48,51,27.7,66,18.4,14,7.4,976.8,3.89,27.6,NaN
11/3/2018,26.2,31.8,20.3,38095.84,17.58,1,28.5,64,18.1,9,5.3,977.3,3.92,28.1,NaN
11/4/2018,26.9,31.6,21.6,38030.15,16.14,51,30,65,19.4,31,3.5,977.3,3.48,28.4,NaN
11/5/2018,26.3,31.3,22.2,35155.59,14.4,51,29.9,74,20.8,53,4.7,977.2,3.17,28.5,NaN
11/6/2018,27.3,32.3,22.4,37899.86,16.38,51,29.8,61,18.7,27,5.9,977.3,3.96,29.2,NaN
11/7/2018,25,31.6,18.4,37835.41,18.67,0,25.6,53,14.3,1,7.1,977.9,4.45,27.8,NaN
11/8/2018,23.9,30.8,17.5,37771.53,18.92,0,24,51,12.7,0,6.6,977.3,4.38,26.6,NaN
11/9/2018,23.6,31,16.9,37708.29,18.87,0,23.7,52,12.5,0,5.9,976.5,4.29,26.2,NaN
11/10/2018,23.3,31.1,16.1,37645.77,18.89,2,23,49,11.1,5,5.9,977.2,4.29,25.6,NaN
11/11/2018,22.8,30.8,15.3,37584.04,18.87,0,22,47,10,0,7.2,978,4.54,24.9,NaN
11/12/2018,22.6,30.1,15.5,37523.2,18.69,2,22.3,52,11.3,9,6.2,976.6,4.16,24.6,NaN
11/13/2018,22.5,30.6,14.6,37463.3,18.49,3,22.2,52,11.1,42,5.8,974.9,4.09,24.4,NaN
11/14/2018,23.4,31.1,15.1,37404.47,18.31,0,23.4,52,12.1,0,6.1,975.6,4.17,24.7,NaN
11/15/2018,23.7,31.3,15.8,37346.77,18.21,0,23.9,52,12.6,0,6,977.5,4.1,24.9,NaN
11/16/2018,23.6,31.3,15.8,37290.28,18.13,0,23.7,53,12.4,0,5.6,977,4.04,25.1,NaN
11/17/2018,23.6,30.9,16.7,37235.1,17.81,0,24.1,57,13.8,0,6.2,976.3,4.01,25.2,NaN
11/18/2018,24,31.1,17,37181.3,17.63,0,25,60,15,1,5.4,977.1,3.79,25.5,NaN
11/19/2018,24.8,31.3,17.8,37128.99,17.42,3,26.2,60,15.9,40,5.5,978.6,3.79,26.1,NaN
11/20/2018,25.3,31.8,19.5,36190.79,16.71,3,27.1,61,16.6,62,4.7,978.8,3.62,26.7,NaN
11/21/2018,24.2,31.4,17.8,37028.64,17.18,3,24.5,54,13.6,36,7.2,979.1,4.19,25.8,NaN
11/22/2018,23.1,30.2,16.2,36263.16,16.95,3,23.1,54,12.7,74,6.8,980.2,3.91,25.1,NaN
11/23/2018,23,29.7,15.9,36932.06,17.3,2,23.1,56,13,4,6.3,981,3.85,24.6,NaN
11/24/2018,22.9,29.6,16.1,36885.21,17.25,0,23.2,56,12.7,0,5.1,980.9,3.64,24.6,NaN
11/25/2018,21.3,28.7,15.5,36839.4,17.47,0,21.1,57,11.5,0,5.9,979.5,3.7,23.8,NaN
11/26/2018,21.3,28.7,14.6,36794.71,17.47,3,20.7,53,10.5,25,5.9,978.3,3.69,23.4,NaN
11/27/2018,21,28.5,14,36751.18,17.42,3,20.3,54,10.4,54,6.8,979.1,3.78,23,NaN
11/28/2018,21.3,28.4,13.8,36708.91,17.16,3,21,56,11.5,52,6.7,979.7,3.71,22.6,NaN
11/29/2018,21.5,28.2,15,36366.04,16.64,3,21.7,59,12.5,49,4.8,980.6,3.41,23.2,NaN
11/30/2018,22,28.4,14.9,36516.3,16.87,2,22.3,58,12.7,10,5.1,980.2,3.43,23.4,NaN
12/1/2018,21.2,27.9,15.2,36385.61,16.49,3,21.2,60,12.5,69,6.4,978,3.46,23.3,NaN
12/2/2018,20.5,27.3,14.3,35526.15,16.11,3,20.5,63,12.6,66,6.3,977.1,3.3,22.6,NaN
12/3/2018,21.3,27.5,14.2,33849.48,15.8,3,21.3,59,12.1,70,5.2,978.4,3.28,22.6,NaN
12/4/2018,21.5,27.3,14.9,31613.18,14.46,3,21.5,59,12.6,88,5.8,979,3.13,22.6,NaN
12/5/2018,20.8,26.9,15.6,32658.72,12.09,3,21,64,13.2,40,5.9,977.3,2.63,22.4,NaN
12/6/2018,21.5,28.4,15.2,33504.1,14.66,2,22.3,68,14.8,17,6.1,976.4,3.1,23,NaN
12/7/2018,22.4,28.6,16.9,35215.77,14.77,1,23.1,64,14.7,12,6.3,977,3.23,23.7,NaN
12/8/2018,22.7,28.7,17.3,34920.27,14.99,3,23.9,65,15.5,20,5.7,977.6,3.15,24.1,NaN
12/9/2018,22.3,27.5,18.5,34319.52,11.76,51,24.2,76,17.5,35,5.4,976.6,2.42,23.9,NaN
12/10/2018,22.2,27.7,17.2,34823.82,12.78,53,24.5,81,18.4,38,6.1,976.1,2.61,23.9,NaN
12/11/2018,20.9,27.5,14.8,32841.71,15.53,3,21.2,64,13,19,6.2,977.3,3.18,23.1,NaN
12/12/2018,20.8,27.1,14.2,35506.27,16.05,1,20.8,61,12.5,4,5.6,978.3,3.27,22.6,NaN
12/13/2018,21.4,27.6,16.4,35416.3,15.27,2,21.1,57,12.2,15,7.3,979.7,3.51,22.8,NaN
12/14/2018,21,27.3,16,35434.71,15.86,1,19.9,56,11.4,5,11,981.5,3.96,22.6,NaN
12/15/2018,19.6,26,14.9,35454.23,16.06,0,18.3,56,10,4,9.7,981.9,3.76,21.7,NaN
12/16/2018,20.2,25.4,14.1,33022.54,14.91,53,18.7,51,9.4,62,9.5,981.3,3.75,21.7,NaN
12/17/2018,17.2,20,15.4,5157.31,3.49,63,16.2,76,12.5,96,12,979.5,1.37,19.5,NaN
12/18/2018,17.2,23.9,12.4,35128.14,15.68,3,17,76,12.4,9,7.1,980,2.84,19.4,NaN
12/19/2018,17,23.7,11.4,35253.78,16.42,1,16.6,73,11.5,3,6.6,980.9,3.01,19.2,NaN
12/20/2018,17.1,24.1,11,35376.87,16.53,0,16.8,71,11.4,0,6.1,980.1,3.01,19.1,NaN
12/21/2018,16.5,24.4,9.6,35404.67,16.79,0,15.4,64,8.8,0,6.4,979,3.17,18.7,NaN
12/22/2018,16.6,24.7,9.6,35433.11,16.78,0,15.5,64,9,0,7.1,979.3,3.26,18.6,NaN
12/23/2018,17.5,25.4,10.5,35462.09,16.58,2,16.3,60,8.9,10,7,979.5,3.36,19,NaN
12/24/2018,17.9,26.1,11.2,35403.64,16.54,2,17.1,62,9.7,5,6.2,978.7,3.27,19.5,NaN
12/25/2018,19,26.4,12.1,35348.67,16.01,1,18,56,9.3,6,6.7,978,3.45,20.1,NaN
12/26/2018,20.2,27.8,13.6,35212.03,15.11,1,19.9,62,12.2,6,7.7,976.7,3.36,21.1,NaN
12/27/2018,18.6,25.8,11.8,35415.39,16.65,0,16.3,46,6.1,0,10.1,978,4.17,20.6,NaN
12/28/2018,16.2,23.9,8.8,35449.05,17.01,0,13.4,42,2.3,0,7.8,979.3,3.83,19,NaN
12/29/2018,14.9,23.1,8.7,35482.8,17.14,0,12.2,48,2.9,0,8.2,981.7,3.65,17.5,NaN
12/30/2018,15.4,23.5,8.5,35516.77,17.21,0,13,47,3.1,0,6.8,982.9,3.49,17.5,NaN
12/31/2018,16.3,24.9,8.7,35473.17,16.93,1,14,47,3.7,2,6.5,982.9,3.52,18.1,NaN
1/1/2019,17.4,26.7,9.5,35432.84,16.87,3,15.6,49,5.3,28,6,982.1,3.49,18.7,NaN
1/2/2019,18.6,27.9,9.9,35548.51,16.76,3,17.3,54,7.9,8,5.7,981.8,3.46,19.8,NaN
1/3/2019,19.6,28.3,11.7,35512.08,16.67,0,18.3,50,7.9,0,6.2,982.5,3.63,20.5,NaN
1/4/2019,19,27.4,11.7,35552.87,16.73,2,17.7,54,8.6,12,7.4,981.6,3.67,20.6,NaN
1/5/2019,19.6,27.9,11.5,35516.52,16.54,3,18.9,59,10.6,36,6.7,979.8,3.56,20.9,NaN
1/6/2019,20.7,28.3,13.2,35563.53,16.39,2,20.4,60,11.9,14,7,978.7,3.65,21.7,NaN
1/7/2019,19.6,26.9,12.5,35606.77,16.73,0,17.8,47,7.4,2,8.9,979.5,4.11,21.5,NaN
1/8/2019,17.3,24.6,11.4,35721.62,17.14,0,15.8,57,7.5,0,6.7,979.4,3.31,19.6,NaN
1/9/2019,17.8,25.2,10.3,35694.09,17.14,0,16.7,56,7.9,0,5,979.3,3.27,19.4,NaN
1/10/2019,17.8,25.7,11,35737.98,17.23,0,16.3,55,7.9,0,7.7,978.8,3.66,19.6,NaN
1/11/2019,19.1,26.6,11.3,35781.89,16.93,0,18.2,56,9.5,0,6.6,979.2,3.53,20.5,NaN
1/12/2019,20.6,28.1,12.8,35825.71,16.76,2,20.6,64,12.8,3,6.6,978.5,3.54,21.6,NaN
1/13/2019,21.5,28.9,14.7,35857.67,15.81,1,22,67,14.5,14,7.1,979.2,3.47,22.4,NaN
1/14/2019,20.6,27.6,14.3,35900.86,15.16,2,19.5,53,10.4,15,9.4,980,3.89,22.3,NaN
1/15/2019,18.6,26,12.1,35955.71,17.6,1,16.9,49,7,4,7.5,980.5,3.87,21,NaN
1/16/2019,18.3,26.3,11.3,35998.2,17.55,0,17,55,8,0,6.2,979.4,3.57,20.5,NaN
1/17/2019,19.7,28.5,10.8,36011.35,17.72,0,18.5,49,7.7,0,5.7,978,3.82,21.1,NaN
