time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),sunshine_duration (s),shortwave_radiation_sum (MJ/m²),weather_code (wmo code),apparent_temperature_mean (°C),relative_humidity_2m_mean (%),dew_point_2m_mean (°C),cloud_cover_mean (%),wind_speed_10m_mean (km/h),surface_pressure_mean (hPa),et0_fao_evapotranspiration_sum (mm),soil_temperature_0_to_7cm_mean (°C),soil_moisture_0_to_10cm_mean (undefined)
8/18/2013,24.4,25.4,23.4,0,3.7,63,28.4,93,23.2,100,11.1,967.1,0.93,25,NaN
8/19/2013,24.7,27.2,22.9,4252.9,7.57,61,27.8,86,22.1,100,13.3,966.9,1.97,24.9,NaN
8/20/2013,23.4,25.1,22.7,1152.83,4.41,53,25,86,20.9,100,19.2,965.3,1.56,23.8,NaN
8/21/2013,24.2,26.2,22.8,11187.22,8.43,63,25.6,85,21.4,100,21.9,964.6,2.33,24.2,NaN
8/22/2013,23.3,23.9,22.5,0,2.19,65,24.8,92,21.8,100,22.9,963.5,0.95,23.4,NaN
8/23/2013,23.3,24.8,21.5,0,3.98,61,25,88,21.2,100,18.9,964.6,1.35,23.5,NaN
8/24/2013,23,24,21.6,0,2.97,53,25.2,85,20.4,100,13.1,967.2,1.14,23.2,NaN
8/25/2013,23,23.6,22.1,0,3.57,51,25.4,86,20.5,100,11.6,967.9,1.17,23.4,NaN
8/26/2013,24.3,26.1,23.3,6258.91,7.02,61,27.6,89,22.3,98,12.9,967.7,1.66,24.4,NaN
8/27/2013,24.9,28.1,22.9,14745.05,9.25,53,28.4,86,22.3,99,10.9,969,2.19,24.8,NaN
8/28/2013,24.5,26.7,22.9,14.65,7.42,53,28.5,89,22.6,100,8.8,971.1,1.66,24.6,NaN
8/29/2013,25.3,28.7,22.9,11144.25,11.59,51,28.7,82,22,84,10.3,971.7,2.68,25.2,NaN
8/30/2013,26.5,30.4,22.8,40509.83,19.85,3,29.8,75,21.6,40,10.3,971.3,4.33,26.4,NaN
8/31/2013,26.9,30.8,23.4,40498.84,20.92,51,31.3,79,23,42,9.1,971.2,4.4,27.2,NaN
9/1/2013,27.2,30.8,23.5,40628.98,20.04,51,31.4,76,22.5,54,8.4,971.7,4.38,27.5,NaN
9/2/2013,27.6,31.3,24,39535.08,20.67,3,31.9,75,22.6,97,8,972,4.57,28,NaN
9/3/2013,27.2,30.7,24.1,38687.49,20.31,51,31.2,74,22.1,80,8,971.4,4.46,27.8,NaN
9/4/2013,27,31.2,24,39769.39,21.4,51,30.9,76,22.2,55,9.8,971.4,4.73,27.9,NaN
9/5/2013,26.7,30.5,23.8,40022.25,21.11,51,30.4,76,21.9,77,9.6,971.2,4.56,27.7,NaN
9/6/2013,27,31,23.4,40148.55,20.84,51,30.9,74,21.7,57,7.4,972,4.51,27.8,NaN
9/7/2013,27.4,31.4,24,39962.7,20.02,51,31.6,74,22.1,65,6.7,971.9,4.39,28.1,NaN
9/8/2013,27.8,32.1,24.1,39600,19.96,51,31.5,70,21.4,86,7.3,972.2,4.6,28.1,NaN
9/9/2013,27.3,31.1,24.1,32400,17.58,55,32.1,79,23,79,5.6,972.5,3.89,28.2,NaN
9/10/2013,27.2,31.8,23.9,35820.31,19.42,53,32.6,82,23.6,81,5,970.9,4.18,28.4,NaN
9/11/2013,27.4,31.7,24.1,39614.16,20.09,61,32.7,81,23.7,64,5.9,971.2,4.23,28.5,NaN
9/12/2013,27.6,31.7,23.8,39600,20.47,61,33,81,23.8,84,5.2,972.6,4.31,29,NaN
9/13/2013,27.3,31.5,23.7,37303.62,18.2,63,33,83,24,79,3.4,972.2,3.82,28.7,NaN
9/14/2013,26.7,31.1,23.6,35368.19,17.9,61,32.5,86,24,95,2.6,970.1,3.74,28.3,NaN
9/15/2013,26.9,31.6,23.6,39541.35,19.47,63,32.5,84,23.8,64,4.1,968.1,4.07,28.5,NaN
9/16/2013,26.2,30.4,23.6,36000,16.32,63,31.8,88,23.9,86,3.9,968.2,3.42,27.9,NaN
9/17/2013,26.8,30.5,23.7,38239.2,17.6,63,32.4,84,23.7,91,3.2,967.8,3.7,28.2,NaN
9/18/2013,26.2,30.2,23.5,36338.84,16.19,63,31.6,87,23.7,92,4.2,967.7,3.38,27.8,NaN
9/19/2013,26.9,30.2,24,34538.28,14.95,63,32.6,86,24.3,93,4.2,966,3.16,28,NaN
9/20/2013,25.4,27.7,23.7,7255.6,7.16,63,30.2,90,23.7,99,7.5,963.1,1.62,26.4,NaN
9/21/2013,24.4,25.6,23.1,3832.25,5.19,51,28.2,89,22.4,100,9.6,963.3,1.27,25.2,NaN
9/22/2013,23.5,24.6,22.3,1917.21,4.95,61,26.6,89,21.7,100,11.5,965.4,1.31,24.3,NaN
9/23/2013,23.5,25.5,22.3,0,3.67,53,26.9,86,20.9,93,6.5,967.7,1.14,23.9,NaN
9/24/2013,25.4,28.8,23,23201.65,12.53,3,28.8,78,21.1,41,7.2,969.9,2.86,25.2,NaN
9/25/2013,26.1,29.8,23,39336.36,15.24,53,30.5,81,22.4,36,6.1,972,3.27,26.4,NaN
9/26/2013,26.3,30.8,22.9,39600,18.85,53,31.2,83,23,43,5.4,973.5,3.93,27.1,NaN
9/27/2013,27.2,31.2,22.9,37605.26,19.05,3,31.9,77,22.6,56,5.7,972.9,4.12,27.6,NaN
9/28/2013,27.3,31.6,24.5,39600,18.77,53,31.8,77,22.8,78,7.3,971.6,4.12,27.7,NaN
9/29/2013,27.3,31.2,24.3,39600,19.97,3,30.9,73,21.8,82,9.6,969.1,4.55,27.6,NaN
9/30/2013,26.8,30.2,24,38944.96,17.25,51,30.7,75,21.9,94,7.8,968.1,3.84,27.4,NaN
10/1/2013,26.4,31,23.8,33504.56,15.75,63,31.4,84,23.3,79,5.7,969.2,3.42,27.5,NaN
10/2/2013,25.4,28.4,23.8,13018.95,7.95,63,30.5,89,23.4,96,4,969.8,1.75,26.4,NaN
10/3/2013,23.9,25.5,22.9,0,4.14,63,28.3,95,23.1,100,8,969.7,0.95,25.1,NaN
10/4/2013,23.7,26.1,22.5,472.75,3.41,53,27.4,94,22.6,99,11.1,970.4,0.84,24.5,NaN
10/5/2013,25.2,28.8,22.5,29955.28,14.21,51,28.8,85,22.3,65,10.5,970.4,2.99,25.6,NaN
10/6/2013,26,29.7,22.7,39600,17.17,55,30.9,85,23.1,63,5,971.7,3.52,26.7,NaN
10/7/2013,25.8,30.6,22.5,38863.42,17.19,61,31.1,87,23.3,73,3.3,973.1,3.57,27.1,NaN
10/8/2013,24.8,28.9,22.8,28800,12.37,61,29.5,89,22.7,95,4.1,973.3,2.57,26.2,NaN
10/9/2013,24.8,28.4,22.3,24536.96,11.87,53,29.1,87,22.4,67,6.3,973.3,2.49,25.8,NaN
10/10/2013,24.2,26.7,22.2,36940.51,12.14,61,28.3,88,22,92,5.8,974.2,2.48,25.5,NaN
10/11/2013,24.2,27.8,22,21325.61,10.11,61,28.3,88,22,78,5.9,973,2.14,25.1,NaN
10/12/2013,26.1,30.5,21.7,39600,19.03,61,29.6,78,21.8,58,10.2,969.7,4.14,26.3,NaN
10/13/2013,26.5,31.1,22.7,39551.52,18.59,3,29.4,74,21.4,84,13.1,969.1,4.34,26.5,NaN
10/14/2013,25.2,29.6,20.9,39479.06,15.92,3,28.5,78,20.9,54,7.3,972.6,3.45,25.8,NaN
10/15/2013,26,30.1,21,39407.05,18.77,3,29.9,76,21.1,37,4.5,974.2,3.86,26.4,NaN
10/16/2013,26.1,30.6,22,39335.55,18.36,2,30.2,78,21.6,20,5.3,974.3,3.87,26.7,NaN
10/17/2013,24.7,30.5,19.6,39264.48,21.44,1,27.5,73,19,5,6.7,975.4,4.48,25.6,NaN
10/18/2013,25.3,30.2,19.1,39193.25,19.38,1,28.3,71,19.1,8,4,975.6,4,25.3,NaN
10/19/2013,25,30.4,19.4,39121.87,20.7,0,27.9,72,19,3,5,975.9,4.33,25.4,NaN
10/20/2013,24.6,29.4,19.5,39050.38,18.36,1,27.5,75,19.5,10,6.6,974.9,3.88,25.3,NaN
10/21/2013,25,29.9,20.8,38978.85,20.08,2,27,69,18.6,10,9.3,973.6,4.48,25.3,NaN
10/22/2013,25.3,29,21.7,38907.34,18.46,3,27.8,73,20,49,10.7,974.5,4.07,25.7,NaN
10/23/2013,25.1,28.8,22.6,38835.93,16.13,53,27.9,78,20.9,80,11.3,974.8,3.5,25.8,NaN
10/24/2013,23.9,25.9,22.6,13467,7.19,53,26.6,85,21.2,91,12.2,973.6,1.76,24.6,NaN
10/25/2013,23.7,27.2,22.5,18273.38,8.85,63,26.8,88,21.7,76,11.3,972.7,1.92,24.5,NaN
10/26/2013,24.3,27.3,22.1,27375.76,12.42,51,27.4,84,21.4,63,10.4,973.4,2.63,24.9,NaN
10/27/2013,24.8,29,21.1,38552.4,16.1,51,27.8,79,20.6,21,8.6,974.1,3.4,25.2,NaN
10/28/2013,24.9,29.4,20.4,37806.25,17.35,3,27.7,71,19,43,5.1,975.5,3.59,25.1,NaN
10/29/2013,24.3,29.6,18.8,38412.88,19.41,1,26.5,66,17.3,7,4.9,977.4,4.04,24.6,NaN
10/30/2013,23.5,29.3,17.5,38343.93,20.12,0,25.2,68,16.6,3,5.6,978.5,4.17,24.1,NaN
10/31/2013,23.3,29.1,17.5,38275.61,19.79,0,25.1,69,16.8,4,5.8,978.7,4.12,24,NaN
11/1/2013,23.3,28.8,16.8,38208,20.02,0,24.6,65,15.7,1,6.2,978.6,4.22,23.5,NaN
11/2/2013,23.6,29.2,16.7,38141.18,19.66,1,25.2,65,16.1,5,5.6,978.3,4.06,23.7,NaN
11/3/2013,23.9,29.6,18,38075.23,18.57,2,25.7,67,16.8,19,5.6,979.1,3.94,24.4,NaN
11/4/2013,23.7,29.1,18.7,36457,15.99,2,25.6,69,17.3,37,6,980.6,3.48,24.4,NaN
11/5/2013,23.4,28.6,18.2,37946.24,17.51,2,24.7,67,16.4,21,7.2,980.3,3.83,24,NaN
11/6/2013,23.1,28.2,16.9,37883.29,18.85,2,24.3,64,15.4,10,5.9,979.5,3.98,23.7,NaN
11/7/2013,23.1,28.2,17.7,37820.81,18.8,0,24.4,63,15.4,2,5.2,978.3,3.93,23.6,NaN
11/8/2013,23.1,28.3,17.3,37758.66,19.01,0,24.5,64,15.5,2,4.8,977.4,3.9,23.5,NaN
11/9/2013,23,28.5,16.4,37696.91,18.74,1,24.2,65,15.6,9,6.3,977.6,3.93,23.8,NaN
11/10/2013,23.1,27.9,18.1,37235.49,16.56,1,23.8,63,15.3,8,7.9,978.2,3.8,24,NaN
11/11/2013,22.1,27.5,16.4,37574.86,17.89,1,22.1,58,13,25,7.5,976.5,3.92,23.3,NaN
11/12/2013,21.6,26.9,15.7,36912.2,17,2,21.5,57,12.2,22,6,976.9,3.68,22.9,NaN
11/13/2013,21.1,27,15.1,37392.5,17.68,2,21.1,59,12.1,15,6.2,977.1,3.69,22.6,NaN
11/14/2013,20.7,26.9,14.6,37396.56,18.5,0,20.4,61,12.2,2,7.8,977.8,3.94,22.3,NaN
11/15/2013,20.3,26.7,14,37338.7,18.64,0,19.8,59,11.5,0,8.3,978.6,4,22,NaN
11/16/2013,19.8,26.5,13.7,37281.77,19,2,19.1,59,11,10,8.4,979.4,4,21.3,NaN
11/17/2013,20.4,27.4,13.3,37225.84,18.57,3,20,61,11.8,31,8,979.4,3.92,21.5,NaN
11/18/2013,21.3,28.2,14.9,37170.98,18.16,0,20.7,55,11.2,2,8.3,979.2,4.1,22.1,NaN
11/19/2013,21.1,28.6,14.9,37117.29,18.52,0,20.3,53,10.5,0,8.3,978.3,4.23,22.2,NaN
11/20/2013,20.6,28.4,14,37064.84,18.69,0,19.6,52,9.6,0,7.8,975.7,4.19,21.9,NaN
11/21/2013,20.5,27.9,13.5,37013.73,18.59,0,19.4,54,10,1,8.6,975.3,4.2,21.7,NaN
11/22/2013,23.2,28.5,14.8,36964.04,17.59,2,23.7,61,14.9,28,8.9,977,3.98,23.6,NaN
11/23/2013,24.5,29.1,20.2,35329.61,15.59,2,26.4,69,18.1,26,7.5,977,3.48,25.1,NaN
11/24/2013,24.4,28.9,20.8,28820.27,11.32,51,27.2,75,19.5,38,5.6,977.8,2.51,25.1,NaN
11/25/2013,25.1,30.8,19.7,36246.93,15.97,3,26.4,59,16.2,23,7.3,976.4,3.89,26,NaN
11/26/2013,22.7,29.9,16,36781.2,17.95,1,21.3,44,8.9,11,8.7,975.8,4.58,24.1,NaN
11/27/2013,22.1,29.3,15.3,36739.54,18.16,3,20.7,45,9,38,9.4,977.5,4.64,23.2,NaN
11/28/2013,22.5,28.5,16.5,36698.99,17.88,3,20.9,44,9,37,10.5,978.9,4.73,23.3,NaN
11/29/2013,24.1,28.8,19.8,31391.99,12.88,3,24.9,58,15,48,6.6,978.9,3.18,24.7,NaN
11/30/2013,24.3,29.5,19.8,36262.46,15.78,2,24.9,55,14.4,16,6.7,978.8,3.73,25.3,NaN
12/1/2013,23.7,29.5,18.6,36382.08,15.81,1,23.2,48,11.7,10,7.9,979.1,4.09,24.9,NaN
12/2/2013,23.6,29.5,18.1,36377.7,16.85,2,23.4,51,12.4,14,7.4,978.5,4.09,25,NaN
12/3/2013,23.5,29.3,17.2,35684.58,15.67,2,23.7,55,13.4,15,6.7,978.3,3.71,24.9,NaN
12/4/2013,23.2,29.3,17.1,36370.93,17.11,3,23.1,53,12.6,17,7.3,978.7,4,24.7,NaN
12/5/2013,22.1,28.2,16.3,36250.94,17.12,1,21.2,50,10.6,9,8.4,977.8,4.18,24,NaN
12/6/2013,19.6,26.4,12.9,36366.62,17.75,3,17.7,47,6.8,49,8.6,977.1,4.11,21.8,NaN
12/7/2013,19.2,26.5,12,36393.57,17.93,2,17.7,50,7.6,20,7.5,977.1,3.87,20.8,NaN
12/8/2013,19.7,27.1,11.3,36251.77,17.75,3,18.5,52,8.4,34,6.8,976.4,3.76,20.7,NaN
12/9/2013,19.8,27.8,11.7,36141.92,17.72,0,18.4,50,8,1,7.3,975.1,3.92,21,NaN
12/10/2013,20.4,27.8,13.5,36145.56,17.68,0,18.7,46,7.5,0,8.6,975.6,4.25,21.6,NaN
12/11/2013,19.8,27.4,13.9,36041.7,17.7,0,18.1,47,7.4,0,8.2,976.9,4.08,21.3,NaN
12/12/2013,19.1,26.8,12.7,35941.64,17.71,0,17.4,49,7.2,0,8.2,977.2,3.99,20.9,NaN
12/13/2013,19.2,26.5,12.4,35845.41,17.52,0,18,52,8.2,0,5.9,977.5,3.52,20.8,NaN
12/14/2013,19.7,27.7,11.9,35856.32,17.54,1,18.5,52,8.2,4,6.2,976.7,3.61,21,NaN
12/15/2013,19.6,27.3,11.8,35766.05,17.46,0,18.6,55,9.1,0,6,977.7,3.56,21.1,NaN
12/16/2013,19.4,27,12,35679.64,17.44,0,18.7,57,9.6,0,5.3,978.4,3.36,21.1,NaN
12/17/2013,19.5,26.8,12.1,35597.58,17.4,0,18.8,57,9.5,0,5.2,977.2,3.34,21,NaN
12/18/2013,19.3,26.5,12,35617.12,17.34,0,18.6,57,9.5,0,5.3,976.1,3.33,21,NaN
12/19/2013,20.2,27.4,13.6,35542.14,17.16,0,19.2,54,9.7,0,7.4,976.2,3.84,21.4,NaN
12/20/2013,20.4,27.2,13.8,35565.59,17.14,0,20,56,10.5,0,5.4,977.3,3.52,21.8,NaN
12/21/2013,20.8,27.2,12.7,35497.52,16.91,0,20.3,59,11.7,4,7.5,978.3,3.74,22.2,NaN
12/22/2013,22,27.3,16.9,34849.73,16.12,2,22.3,59,13.2,18,5.9,979.9,3.44,22.7,NaN
12/23/2013,21.6,27.4,14.6,35463.14,16.59,2,21.5,58,12.3,16,6.1,981.5,3.59,22.7,NaN
12/24/2013,21,27.1,16.1,35086.28,15.98,3,20.6,61,12.4,37,8.1,982,3.57,22.5,NaN
12/25/2013,20.8,26.8,15.4,35438.31,17.01,0,20.5,59,11.8,3,6.9,981.9,3.58,22.4,NaN
12/26/2013,20.7,26.6,15.6,35471.68,16.87,2,20,57,11.2,9,8.1,980.6,3.77,22.3,NaN
12/27/2013,21.5,27,15.6,35505.63,16.75,0,21.3,54,11.5,0,5.4,979.4,3.53,22.4,NaN
12/28/2013,21.7,27.7,14.7,35376.06,16.74,1,21.9,59,12.7,13,5.5,978.8,3.42,23.1,NaN
12/29/2013,21.6,27.5,15.9,35494.41,16.78,2,21.4,56,11.9,21,6.7,978.8,3.69,23.1,NaN
12/30/2013,21.5,27.4,15.8,35531.05,16.97,2,21.3,60,12.7,9,8.3,979.3,3.78,23,NaN
12/31/2013,21.1,27,15.1,35489.86,16.9,1,21.3,65,13.6,4,7.5,980.3,3.6,22.8,NaN
1/1/2014,21.4,27,15.1,35528.13,16.7,1,21.3,60,12.5,5,6.5,980.4,3.58,22.7,NaN
1/2/2014,21.3,27.2,16,35566.44,17.21,0,21,60,12.4,2,8.1,981.1,3.79,23.1,NaN
1/3/2014,20.9,27.1,15.9,35604.68,17.14,0,20.5,58,11.6,0,7.3,980.2,3.71,22.9,NaN
1/4/2014,21.6,28.5,15.4,35642.8,17.27,3,21.1,55,11.5,63,7.7,977.9,3.94,23.1,NaN
1/5/2014,22.2,28,15.8,35607.81,15.49,3,22.5,61,13.8,77,7.1,976,3.53,23.5,NaN
1/6/2014,21.9,27.5,16.8,35575.05,16.35,2,21.7,57,12.6,23,8.1,978,3.78,23.8,NaN
1/7/2014,20.8,26.7,15.9,35687.67,17.1,2,20.4,57,11.4,8,7.1,979.2,3.65,23.1,NaN
1/8/2014,21.2,28.1,15.3,35728.67,17.47,0,20.9,59,12.1,0,8.1,979.3,3.89,23.1,NaN
1/9/2014,22.6,28.9,15,35840.77,17.45,2,22.5,56,12.7,6,7.3,977.6,3.97,23.8,NaN
1/10/2014,23.4,28.4,17.4,35742.34,14.48,3,23.5,56,13.7,56,8,977,3.72,24.5,NaN
1/11/2014,22.2,28.3,16.6,35785.27,15.91,3,21.9,61,13.8,49,11,978.8,3.93,24.2,NaN
1/12/2014,20.3,25.7,16,35897.82,16.84,3,20.1,61,12.4,35,8.2,981.3,3.52,23,NaN
1/13/2014,21.9,27.3,15.4,35825.64,16.79,3,21.7,55,12.1,31,6.8,980.3,3.72,23.8,NaN
1/14/2014,22.8,28.4,16.4,35915.38,15.72,3,22.5,52,11.9,40,6.8,978.7,3.72,24.4,NaN
1/15/2014,23.2,28.8,17.2,35947.59,14.88,2,23.5,55,13.1,27,5.5,979,3.45,24.7,NaN
1/16/2014,23,28.2,18.8,35991.26,14.22,2,23.3,58,14,39,7.7,979.6,3.46,24.7,NaN
1/17/2014,23.7,28.3,18.7,36000,12.56,53,23.7,58,14.5,67,10.1,978.2,3.59,24.7,NaN
1/18/2014,22.1,26.6,17.8,32259.15,12.06,51,22.9,67,15.3,44,6.9,980.7,2.84,24,NaN
1/19/2014,21.8,26.7,17.5,34791.49,14.26,3,22.1,65,14.5,40,8.4,983,3.25,23.8,NaN
1/20/2014,22.6,28.4,17.2,36008.52,16.32,3,22.7,59,13.7,31,8.5,982.3,3.86,24.1,NaN
1/21/2014,23.3,28.5,18.3,36000,16.54,3,23.4,57,13.9,68,8.5,981.3,3.97,24.5,NaN
1/22/2014,22.8,27.8,18.7,30770.14,13.9,51,22.7,56,13.2,39,8.1,980.3,3.53,24.2,NaN
1/23/2014,22.3,26.5,18.2,30298.64,13.5,3,22.3,57,13.2,90,7.3,980.4,3.31,24,NaN
1/24/2014,22.3,27.3,17.7,33565.16,14.22,3,22.5,63,14.4,90,8.6,980,3.47,24.3,NaN
1/25/2014,22.1,27.8,16.9,36073.73,18.19,0,22.2,61,13.8,5,9.3,980,4.12,24.5,NaN
1/26/2014,21.8,28,16,36145.85,18.87,3,21.6,59,12.7,16,8.5,980.7,4.17,24.2,NaN
1/27/2014,20.6,27.4,15,36070.84,19.59,3,19.1,50,8.6,32,9.4,980.8,4.58,23.3,NaN
1/28/2014,20.2,27.5,14.3,36219.82,19.95,1,18.1,41,5.3,12,8.9,980.1,4.78,22.7,NaN
1/29/2014,20.6,27.6,13.7,36219.95,19.84,3,18.6,39,5.2,26,7.6,980.1,4.63,22.8,NaN
1/30/2014,20.7,28,14.2,36219.96,19.92,1,18.4,37,4.3,7,8.2,980.5,4.84,22.8,NaN
1/31/2014,20.6,27.9,14,36324.89,20.1,3,18.4,39,4.9,28,8.3,980.4,4.81,22.7,NaN
2/1/2014,20.7,28.2,13.7,36322.59,20.16,0,18.7,39,4.9,0,7.8,980.4,4.77,22.8,NaN
2/2/2014,21.5,28.9,14,36380.88,20.13,3,20,42,6.9,19,6.7,978.7,4.54,23.1,NaN
2/3/2014,22.3,30.4,14.8,36132.3,19.72,2,21,42,7.3,23,5.7,976.7,4.41,24,NaN
2/4/2014,22.7,30.8,14.5,36378.44,20.24,3,21.6,42,7.7,12,5.4,974.7,4.43,24.4,NaN
2/5/2014,23.8,31.4,15.1,36444.77,20.19,3,23.3,44,9.5,43,5.3,974.8,4.48,25.1,NaN
2/6/2014,24.6,31.9,16.7,36444.16,20.13,1,24,44,10.3,3,6.3,974.8,4.7,25.7,NaN
2/7/2014,25.2,32.7,18.2,36389.31,19.79,3,24.2,41,10,48,9,973.8,5.47,26.3,NaN
2/8/2014,24.9,32.2,17.4,36605.56,20.4,2,23.8,39,8.8,20,7.4,972.9,5.27,26.6,NaN
2/9/2014,23.8,31.6,16.9,36606.28,20.65,3,22.3,38,7.2,28,8.1,972.9,5.42,26.2,NaN
2/10/2014,22.7,29.5,16.1,36778,20.91,3,21.3,40,7.6,28,7.5,973.7,5.03,25.4,NaN
2/11/2014,22.9,29.8,15.7,36874.66,20.89,3,21.2,37,6.4,31,7.7,973.5,5.18,25.5,NaN
2/12/2014,23.2,29,16.7,36877.92,20.89,3,21.6,38,7.8,34,9.2,974.3,5.27,25.4,NaN
2/13/2014,25.4,29.8,20.1,34252.94,14.17,3,24.5,44,12.1,56,10.5,974.6,4.54,26.2,NaN
2/14/2014,23.6,28.4,18.8,27384.12,12.36,3,23,49,12,38,8.6,974.3,3.74,25.1,NaN
2/15/2014,23,28.3,18.2,36382.77,17.19,2,21.4,42,8.8,33,10.2,973.6,4.99,25.3,NaN
2/16/2014,21.4,26.8,16.4,32892.26,17.45,2,19.5,42,7.6,25,10.8,976.6,4.92,24.5,NaN
2/17/2014,19.8,26,14,37568.02,22.13,2,17.3,35,3,19,8.9,980.6,5.2,23.3,NaN
2/18/2014,20.1,26.8,12.8,37774.25,22.39,3,18,37,3.9,15,6.7,980.7,4.88,23,NaN
2/19/2014,21.1,28.9,12,37891.95,22.54,0,19.2,36,4.3,0,6.6,978.2,5.05,23.6,NaN
2/20/2014,23.4,30.9,13.9,38011.87,22.19,0,22,37,6.7,1,6.5,976.7,5.21,25.2,NaN
2/21/2014,25.2,31.1,17.1,37434.53,19.21,51,25.3,50,13.7,43,8.9,976.7,5,26.4,NaN
2/22/2014,24.8,30.3,19.4,36439.38,17.05,53,26.1,62,16.4,41,6.8,977.5,3.99,26.6,NaN
2/23/2014,23.2,29.2,19,37032.63,17.82,61,24.8,73,17.7,27,8.8,979.3,3.78,25.6,NaN
2/24/2014,24.2,29.1,19,37728.89,18.58,2,25.7,65,16.9,27,7.6,979.9,4.05,26.1,NaN
2/25/2014,25.6,31.1,20.2,37256.04,19.19,2,27,59,16.4,23,6.5,979.4,4.39,27.1,NaN
2/26/2014,25.2,30.3,19.6,37900.71,20.83,2,26.4,59,16.1,22,8,977.7,4.82,27.4,NaN
2/27/2014,24.1,30.9,19,37754.06,20.3,63,25.6,68,16.9,58,8.5,976.7,4.67,26.9,NaN
2/28/2014,21.1,26.5,17.6,23013.89,11.89,61,22.7,83,17.9,64,9,976.3,2.55,23.7,NaN
3/1/2014,20.6,24.9,17,34222.7,12.46,53,22.5,83,17.5,42,4.7,976.7,2.36,22.6,NaN
3/2/2014,21.1,26.2,16.4,39202.01,21.4,1,21,61,13,13,9,978.2,4.49,22.6,NaN
3/3/2014,21.5,27,15.6,39254.75,23.3,61,21,52,10.8,43,8.6,978.5,5.07,22.8,NaN
3/4/2014,19.2,24.3,15.1,31105.36,17.54,61,20,79,15.2,51,7.8,979.7,3.21,21.4,NaN
3/5/2014,21.4,26.4,15,38276.37,21,3,22.8,71,15.5,76,5.6,978.8,4.01,22.8,NaN
3/6/2014,20.7,25.2,16.9,28245.68,15.81,61,22,77,16.4,43,7.2,979,3.07,22.1,NaN
3/7/2014,22.4,27,16.8,39464.23,21.1,2,24.1,70,16.3,24,5.5,979.4,4.16,23.5,NaN
3/8/2014,23.3,28,18,36339.57,19.92,51,25.1,67,16.5,54,5,980.3,4.02,24.4,NaN
3/9/2014,23,28.2,18,38790.6,20.64,61,25.3,72,17.2,47,3.7,979,4.06,24.9,NaN
3/10/2014,22,26.9,17.2,39064.23,19.8,53,24.3,79,18,36,6,978.7,3.82,24.1,NaN
3/11/2014,24.7,29.4,18.1,39792.98,21.3,3,26.9,67,17.8,33,6.7,978.3,4.5,25,NaN
3/12/2014,24.4,30.4,19.8,37690.15,19.66,61,26.8,71,18.3,83,5.9,978.7,4.24,25.5,NaN
3/13/2014,24,30.9,19.2,32098.26,18.37,61,26.3,70,17.7,58,5.7,978.3,3.98,25,NaN
3/14/2014,25.8,31.7,18.6,39731.71,22.78,51,28.5,63,17.6,13,3.1,978.2,4.63,26.2,NaN
3/15/2014,26.4,32.4,20,39440.52,21.81,2,28.9,62,17.9,15,4.9,979.7,4.76,26.8,NaN
3/16/2014,26.9,33.1,20.1,40539.53,21.9,1,28.9,57,16.8,8,4.8,979.3,4.86,27.3,NaN
3/17/2014,27.9,34.5,20.5,40248.55,23.01,1,29.3,50,15.5,13,5.9,977.7,5.53,28,NaN
3/18/2014,27.9,34.6,21.5,40540.65,22.42,1,28.9,48,14.7,16,6.1,977.2,5.37,28,NaN
3/19/2014,28.1,35.2,20.8,40946.45,24.49,1,28.2,41,12.3,3,7.5,976.3,6.26,28.5,NaN
3/20/2014,28.2,35.6,19.4,41020.47,25,1,28.5,41,12.3,4,6.6,975,6.21,29,NaN
3/21/2014,28.6,36.3,20,41094.2,25.28,0,28.1,35,10.2,0,7.5,972.7,6.68,29.6,NaN
3/22/2014,27.6,35.6,19.6,41167.59,25.68,0,25.9,32,7.6,0,10.7,971.9,7.42,28.9,NaN
3/23/2014,28.5,35.9,19.2,41240.61,25.43,0,28.2,35,10,2,6,973.9,6.22,29.5,NaN
3/24/2014,29.3,36.2,20.7,41008.13,22.28,1,29.1,36,11.7,16,7.1,974.7,6.09,30.2,NaN
3/25/2014,29.3,34.7,23,40701.01,18.8,2,29.7,41,14.1,22,7,974.6,5.28,30.1,NaN
3/26/2014,30.2,36.5,22.4,41456.81,23.49,1,31.3,42,15,14,7,974.4,6.2,31.7,NaN
3/27/2014,30.9,37.3,23.9,40932.4,22.32,2,31.4,38,14,36,7.6,974.8,6.35,32.2,NaN
3/28/2014,31.3,38.4,23.3,41356.59,25.3,1,31.8,36,13.1,14,6.4,974.6,6.54,32.7,NaN
3/29/2014,32.3,39.2,23.3,41670.82,25.37,1,31.8,29,11,13,8.8,973.8,7.52,33.6,NaN
3/30/2014,32.3,39.4,25.8,41742.25,25.78,2,31.1,25,8.5,17,8.5,973.1,7.59,33.9,NaN
3/31/2014,31.7,39.6,24.3,40750.39,25.23,1,31.4,30,10.8,14,7.3,972.1,7.17,34,NaN
4/1/2014,31.4,38.4,23.4,41800.64,24.54,2,29.8,25,7.8,7,10.1,971.4,7.85,33.3,NaN
4/2/2014,31.5,38.3,25.2,41818.12,26.26,0,29.5,21,6.2,0,10.2,972,8.25,33.6,NaN
4/3/2014,31.3,38.7,24.8,41835.54,26.65,0,29.4,22,5.8,0,10.2,973.6,8.28,33.4,NaN
